bag_id,time_of_capture,body_temperature_c,microhabitat_type,microhabitat_temperature_c,bag_photo,processor,visit_comment,species_capture,capture_type,capture_mark_recapture,life_stage,life_stage_other,sex,snout_vent_length,body_and_bag_mass,bag_mass,body_mass,bd_swab_tube_id,dry_swab_tube_id,crispr_swab_tube_id,bacterial_swab_tube_id,mucusome_id,amp_id_1,amp_id_2,amp_id_3,amp_id_4,antibody_id_1,antibody_id_2,antibody_id_3,antibody_id_4,toe_clip_tube_id,capture_comments,survey_time,region,location,detection_type,site,date,temp_ves_id
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,NA,unknown,61.6,23.1,3.7,19.4,2022-05-11-admin-raca7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,375
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,NA,unknown,54.1,21.5,6.5,15,2022-05-11-admin-raca8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,376
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,NA,unknown,50.9,16.25,5.5,10.75,2022-05-11-admin-raca9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,377
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,NA,unknown,48.1,14,5.25,8.75,2022-05-11-admin-raca10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,378
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,NA,unknown,50.3,17,6.5,10.5,2022-05-11-admin-raca11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,379
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,NA,NA,51,17.5,7,10.5,2022-05-11-admin-raca12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,380
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana catesbeiana,new,NA,juvenile,NA,unknown,50.5,19.5,10,9.5,2022-05-11-admin-raca12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,381
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,NA,NA,adult,NA,male,75.4,52,8,44,2022-05-11-admin-racl14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,382
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,NA,NA,adult,NA,male,74.7,42,3.5,38.5,2022-05-11-admin-racl15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,383
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,NA,NA,adult,NA,female,78.5,54,6,48,2022-05-11-admin-racl16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,384
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,NA,NA,adult,NA,female,84,69,6,63,2022-05-11-admin-racl17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,385
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,rana clamitans,NA,NA,adult,NA,female,60.9,28,7.1,20.9,2022-05-11-admin-racl18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,386
NA,NA,NA,NA,NA,NA,brandon hoenig,Collected negative control. Just blank swab in open tube and capped. First seven amphibs were soaked in apw while rest were soaked in wood lab water.,toad sp.,NA,NA,adult,NA,unknown,53.6,19.5,4.25,15.25,2022-05-11-admin-toad19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-11T00:00:00Z,387
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,NA,adult,NA,male,83,53,6.7,46.3,2022-05-12-rv-raca1,NA,NA,NA,2022-05-12-rv-raca1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,388
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,27.5,4.2,2.7,1.5,2022-05-12-rv-pscr2,NA,NA,NA,2022-05-12-rv-pscr2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,389
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,26.2,3.6,2.4,1.2,2022-05-12-rv-pscr3,NA,NA,NA,2022-05-12-rv-pscr3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,390
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,27.3,4,2.6,1.4,2022-05-12-rv-pscr4,NA,NA,NA,2022-05-12-rv-pscr4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,391
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,26.5,3.7,2.4,1.3,2022-05-12-rv-pscr5,NA,NA,NA,2022-05-12-rv-pscr5,NA,NA,NA,NA,NA,NA,NA,NA,NA,mucus sample was done for 20 minutes.,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,392
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,25.2,3.4,2.3,1.1,2022-05-12-rv-pscr6,NA,NA,NA,2022-05-12-rv-pscr6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,393
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,27,3.5,2.4,1.1,2022-05-12-rv-pscr7,NA,NA,NA,2022-05-12-rv-pscr7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,394
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,26.5,3.5,2.5,1,2022-05-12-rv-pscr8,NA,NA,NA,2022-05-12-rv-pscr8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,395
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,25,3.1,2.3,0.8,2022-05-12-rv-pscr9,NA,NA,NA,2022-05-12-rv-pscr9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,396
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,25.3,3.4,2.4,1,2022-05-12-rv-pscr10,NA,NA,NA,2022-05-12-rv-pscr10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,397
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,26.4,3.7,2.5,1.2,2022-05-12-rv-pscr11,NA,NA,NA,2022-05-12-rv-pscr11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,398
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,unknown,21.8,3.1,2.3,0.8,2022-05-12-rv-pscr12,NA,NA,NA,2022-05-12-rv-pscr12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,399
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,25,3.5,2.5,1,2022-05-12-rv-pscr13,NA,NA,NA,2022-05-12-rv-pscr13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,400
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,29,3.7,2.4,1.3,2022-05-12-rv-pscr14,NA,NA,NA,2022-05-12-rv-pscr14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,401
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,25.4,3.5,2.5,1,2022-05-12-rv-pscr15,NA,NA,NA,2022-05-12-rv-pscr15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,402
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,25.6,3.7,2.6,1.1,2022-05-12-rv-pscr16,NA,NA,NA,2022-05-12-rv-pscr16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,403
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,NA,adult,NA,male,23.1,3.2,2.1,1.1,2022-05-12-rv-pscr17,NA,NA,NA,2022-05-12-rv-pscr17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,404
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,hyla versicolor,NA,NA,adult,NA,male,40.8,11.75,5.25,6.5,2022-05-12-rv-hyve18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,405
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,hyla versicolor,NA,NA,adult,NA,male,45,14.25,5.5,8.75,2022-05-12-rv-hyve19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,406
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,hyla versicolor,NA,NA,adult,NA,unknown,42.6,11,4.5,6.5,2022-05-12-rv-hyve20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,407
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,hyla versicolor,NA,NA,adult,NA,male,42.6,12.25,5.75,6.5,2022-05-12-rv-hyve21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,408
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,hyla versicolor,NA,NA,adult,NA,male,40.1,11.5,4.5,7,2022-05-12-rv-hyve22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,409
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,hyla versicolor,NA,NA,adult,NA,male,41.5,11.5,4.5,7,2022-05-12-rv-hyve23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,410
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,hyla versicolor,NA,NA,adult,NA,male,39,9.25,4.25,5,2022-05-12-rv-hyve24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,rv pond,2022-05-12T00:00:00Z,411
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,a28a0a3f-9ded-4d9e-a94b-e193f55322b7,juvenile,NA,unknown,52.1,17.25,5,12.25,2022-05‐18-admin-raca1,NA,NA,2022-05‐18-admin-raca1,2022-05‐18-admin-raca1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,412
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,b8dab5e4-b042-46a0-8915-b4a2b5a7cc0b,juvenile,NA,unknown,58.6,24.5,8.5,16,2022-05-18-admin-raca2,NA,NA,2022-05-18-admin-raca2,2022-05-18-admin-raca2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,413
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,d57d7e3a-13e8-420b-8225-605cdd83c87c,juvenile,NA,unknown,46.9,14,4,10,NA,NA,NA,2022-05-8-admin-raca3,2022-05-8-admin-raca3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,414
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,dd43bef5-85d3-4ccc-b614-4a86ce80b0c4,juvenile,NA,unknown,51.2,31,16.72,14.28,2022-05-18-admin-raca4,NA,NA,2022-05-18-admin-raca4,2022-05-18-admin-raca4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,415
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,2ff33a28-b8b2-4bbe-9e47-b6e9e398ec10,juvenile,NA,unknown,48.6,18,7.5,10.5,2022-05-18-admin-raca5,NA,NA,2022-05-18-admin-raca5,2022-05-18-admin-raca5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,416
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,49e58964-2321-4f44-b73c-e5175ae1b952,juvenile,NA,unknown,52.1,22,7,15,2022-05-18-admin-raca6,NA,NA,2022-05-18-admin-raca6,2022-05-18-admin-raca6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,417
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,30dd0083-d964-449f-826c-06be424e5dcc,juvenile,NA,unknown,48.7,14.5,3.5,11,2022-05-18-admin-raca7,NA,NA,2022-05-18-admin-raca7,2022-05-18-admin-raca7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,418
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,f45dd78d-7a41-453a-8e4d-9026756900cc,juvenile,NA,unknown,52.3,16,4.25,11.75,2022-05-18-admin-raca8,NA,NA,2022-05-18-admin-raca8,2022-05-18-admin-raca8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,419
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,f5e9f600-3eac-4b65-9857-f80710fc8c49,juvenile,NA,unknown,57.1,20.75,4.75,16,2022-05-18-admin-raca9,NA,NA,2022-05-18-admin-raca9,2022-05-18-admin-raca9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,420
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,e3a5765a-8785-4564-bd2a-129ecb7e7dc2,juvenile,NA,unknown,53.3,16.5,4.3,12.2,2022-05-18-admin-raca10,NA,NA,2022-05-18-admin-raca10,2022-05-18-admin-raca10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,421
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,12eeb9b5-5aee-49c2-8d99-42b48c982ad5,juvenile,NA,unknown,52.6,16,4.5,11.5,2022-05-18-admin-raca11,NA,NA,2022-05-18-admin-raca11,2022-05-18-admin-raca11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,422
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,fe0cc5f7-d57b-4b63-b95b-d0fd4bb44855,juvenile,NA,unknown,51,28,15.25,12.75,2022-05-18-admin-raca12,NA,NA,2022-05-18-admin-raca12,2022-05-18-admin-raca12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,423
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,fc52842b-d6d4-4f9b-8d57-8dfa8742b200,juvenile,NA,unknown,53.6,18.75,4,14.75,2022-05-18-admin-raca13,NA,NA,2022-05-18-admin-raca13,2022-05-18-admin-raca13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,424
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,a768ee4f-560b-4bd6-b6a3-45fe6c52ffaf,juvenile,NA,unknown,62.5,27.5,7,20.5,2022-05-18-admin-raca14,NA,NA,2022-05-18-admin-raca14,2022-05-18-admin-raca14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,425
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana catesbeiana,new,93ed65c4-470f-41b4-86a3-ef532595a753,juvenile,NA,unknown,53.6,20,6,14,2022-05-18-admin-raca15,NA,NA,2022-05-18-admin-raca15,2022-05-18-admin-raca15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,426
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana pipiens,new,de26eb8e-30ac-4926-aee6-a5656cb005a0,adult,NA,female,69.8,31,3,28,2022-05-18‐admin-rapi16,NA,NA,2022-05-18‐admin-rapi16,2022-05-18‐admin-rapi16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,427
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana pipiens,new,ef78ee09-4888-406e-ad3c-0692ea9c6ca5,adult,NA,female,72.9,40,9,31,2022-05-18-admin-rapi17,NA,NA,2022-05-18-admin-rapi17,2022-05-18-admin-rapi17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,428
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana pipiens,new,60aa8635-cc0d-4275-9049-f74cd2be6ea4,adult,NA,female,54.9,14.75,4,10.75,2022-05-18-admin-rapi18,NA,NA,2022-05-18-admin-rapi18,2022-05-18-admin-rapi18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,429
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,ab365a83-e2b4-420f-98a7-094e84c0683a,adult,NA,male,25.8,3.6,2.9,0.7,2022-05-18-admin-pscr19,NA,NA,2022-05-18-admin-pscr19,2022-05-18-admin-pscr19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"too small to inject, volume could not be syringed",NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,430
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,pseudacris crucifer,new,fcc88102-313d-4cad-a6cf-4082fb8b8c49,adult,NA,male,29,4.1,2.8,1.3,2022-05-18-admin-pscr20,NA,NA,2022-05-18-admin-pscr20,2022-05-18-admin-pscr20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,431
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana clamitans,NA,NA,adult,NA,female,83.2,71,5.8,65.2,2022-05-18 admin racl #21,NA,NA,2022-05-18 admin racl #21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,432
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana clamitans,NA,NA,adult,NA,female,77.4,57,6.8,50.2,2022-05-18 admin racl #22,NA,NA,2022-05-18 admin racl #22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,433
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,rana clamitans,NA,NA,adult,NA,male,72.9,45,5,40,2022-05-18 admin racl #23,NA,NA,2022-05-18 admin racl #23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,434
NA,NA,NA,NA,NA,NA,brandon hoenig,NA,bufo americanus,NA,NA,adult,NA,unknown,58.1,27,4.6,22.4,2022-05-18 admin Guam #24,NA,NA,2022-05-18 admin Guam #24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pa,usa,capture,admin pond,2022-05-18T00:00:00Z,435
